Número de identificação da publicação,Link permanente,Publicar mensagem,Tipo,Países,Idiomas,Publicado,Direcionamento do público,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - comment,Lifetime Post Stories by action type - share,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - comment,Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - photo view,Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - video play,Lifetime Matched Audience Targeting Consumptions by Type - other clicks,Lifetime Matched Audience Targeting Consumptions by Type - photo view,Lifetime Matched Audience Targeting Consumptions by Type - link clicks,Lifetime Matched Audience Targeting Consumptions by Type - video play,Lifetime Negative Feedback from Users by Type - hide_all_clicks,Lifetime Negative Feedback from Users by Type - hide_clicks,Lifetime Negative Feedback from Users by Type - unlike_page_clicks,Lifetime Negative Feedback from Users by Type - report_spam_clicks,Lifetime Negative Feedback by Type - hide_all_clicks,Lifetime Negative Feedback by Type - hide_clicks,Lifetime Negative Feedback by Type - unlike_page_clicks,Lifetime Negative Feedback by Type - report_spam_clicks,,
316136345150243_1600907460006452,https://www.facebook.com/camaradeputados/posts/1600907460006452,"Pela proposta aprovada pela Comissão de Segurança Pública e Combate ao Crime Organizado, quem colaborar com a Justiça não poderá obter benefício financeiro  ou de qualquer natureza em consequência de acordo de colaboração premiada. O projeto ainda será analisado pela Comissão de Constituição e Justiça e de Cidadania. https://goo.gl/41PqR6",Photo,,,04/18/2018 7:02:00 AM, ,6807,6807,0,8689,8689,0,244,154,212,3,3,6696,5345,0,0,194,0,0,0,0,0,0,0,0,0,0,25,87,24,,26,90,29,,,125,6,33,,172,6,34,3,,,,3,,,
316136345150243_1601901069907091,https://www.facebook.com/camaradeputados/posts/1601901069907091,"A Câmara aprovou proposta que obriga conselhos profissionais a fornecer informações básicas sobre os trabalhadores registrados. Poderá ser consultado pela internet: nome, o número de registro, a especialidade e o local de trabalho do profissional. O texto segue para discussão no Senado Federal. https://goo.gl/rSSxNk",Photo,,,04/17/2018 4:01:00 PM, ,6657,6657,0,8491,8491,0,139,84,120,1,1,5598,4391,0,0,94,0,0,0,0,0,0,0,0,0,0,20,41,9,,20,44,9,,,62,2,22,,90,2,28,1,,,,1,,,
316136345150243_1600931490004049,https://www.facebook.com/camaradeputados/posts/1600931490004049,"A Comissão de Viação e Transportes aprovou o projeto que cria uma versão eletrônica da carteira de motorista, do Certificado de Registro de Veículo e do Certificado de Licenciamento Anual, vinculado ao CRV. Esta versão dos documentos substituirá os atuais impressos para todos os fins legais. O projeto será analisado agora pela Comissão de Constituição e Justiça e de Cidadania. https://goo.gl/pfkdjB",Photo,,,04/17/2018 1:02:00 PM, ,7335,7335,0,9640,9640,0,261,157,190,3,4,6066,4724,0,0,192,0,0,0,0,0,0,0,0,0,0,38,105,13,,38,112,14,,,129,4,28,,152,4,34,4,,,,3,,,
316136345150243_1595037813926750,https://www.facebook.com/camaradeputados/posts/1595037813926750,"Ligações telefônicas que comunicam falsas emergências ocorrem com regularidade e prejudicam o atendimento às situações reais. Para coibir estes casos, um projeto prevê a sua criminalização, com pena de detenção por dois a cinco anos. Saiba mais sobre a proposta: https://goo.gl/PSaKPA",Photo,,,04/17/2018 7:02:00 AM, ,9771,9771,0,12091,12091,0,400,198,263,3,3,8170,6597,0,0,320,0,0,0,0,0,0,0,0,0,0,62,217,37,,64,217,43,,,154,3,49,,211,3,49,2,1,,,2,1,,
316136345150243_1596159540481244,https://www.facebook.com/camaradeputados/posts/1596159540481244,"O objetivo da proposta é aprimorar a legislação penal brasileira, de modo que condenados a pena privativa de liberdade por crimes hediondos não tenham mais direito à progressão da pena, devendo cumprir integralmente a sentença. Saiba mais sobre o projeto: https://goo.gl/Nsuuhj",Photo,,,04/16/2018 4:02:00 PM, ,29743,29743,0,39081,39081,0,1495,789,1071,9,9,21291,16479,0,0,1119,0,0,0,0,0,0,0,0,0,0,198,876,91,,205,891,127,,,653,41,151,,866,46,159,8,1,,,8,1,,
316136345150243_1600647893365742,https://www.facebook.com/camaradeputados/posts/1600647893365742,"Participe da audiência pública que debaterá medidas de combate à corrupção. Nesta quarta-feira (18), às 16h, no e-Democracia. http://bit.ly/edemocracia_648",Photo,,,04/16/2018 1:04:00 PM, ,9537,9537,0,12385,12385,0,309,166,255,4,4,7625,6073,0,0,232,0,0,0,0,0,0,0,0,0,0,58,154,51,,63,158,58,,,129,10,37,,202,11,42,4,,,,4,,,
316136345150243_1600624673368064,https://www.facebook.com/camaradeputados/posts/1600624673368064,"Foi sancionada a lei que determina que o dia 02 de abril é o Dia Nacional de Conscientização sobre o Autismo. Segundo a Organização Mundial da Saúde, aproximadamente 2% da população mundial possui transtornos do espectro autista em todo o mundo. https://goo.gl/tBUCqF",Photo,,,04/16/2018 9:01:00 AM, ,5649,5649,0,7220,7220,0,124,56,61,5,5,5224,4017,0,0,88,0,0,0,0,0,0,0,0,0,0,18,67,8,,18,70,10,,,38,,20,,40,,21,3,2,,,3,2,,
316136345150243_1596158873814644,https://www.facebook.com/camaradeputados/posts/1596158873814644,"A Câmara discute projeto que proíbe que motoristas de ônibus acumulem suas funções com as de cobrador, trocador ou agente de bordo. O objetivo é garantir a segurança dos passageiros e do próprio motorista. Acompanhe o andamento da proposta, que será debatida pelo Plenário: https://goo.gl/PB9QfP",Photo,,,04/16/2018 7:01:00 AM, ,50153,50153,0,65314,65314,0,2950,1811,2757,7,7,26008,20481,0,0,1758,0,0,0,0,0,0,0,0,0,0,391,1404,182,,407,1454,276,,,1558,68,265,,2415,73,269,6,1,,,6,1,,
316136345150243_1598095256954339,https://www.facebook.com/camaradeputados/posts/1598095256954339,"A visitação do Congresso Nacional recebeu os prêmios “Melhor atração de Brasília” e “Escolha dos Especialistas - 2018 Experts' Choice Award”, concedido pelo site de turismo Trip Expert. A seleção é feita com base em mais de 1 milhão de avaliações publicadas em 85 revistas, jornais e guias de viagem. 
O programa de visitas ao Palácio do Congresso Nacional funciona 2as, 5as, 6as, finais de semana e feriados, com entrada gratuita, das 9h às 17h30, com saídas de grupos a cada 30 minutos. É possível agendar visitas com acompanhamento de monitores que falam inglês, francês, espanhol e Libras. Para mais informações, acesse https://www2.congressonacional.leg.br/visite.",Photo,,,04/15/2018 6:02:00 AM, ,7488,7488,0,9795,9795,0,233,162,213,7,8,8145,6273,0,0,177,0,0,0,0,0,0,0,0,0,0,12,111,35,,14,119,54,,,141,1,24,,188,1,24,8,,,,7,,,
316136345150243_1595118973918634,https://www.facebook.com/camaradeputados/posts/1595118973918634,"Agora você pode consultar pela internet o acervo da Assembleia Geral Constituinte e Legislativa de 1823. São mais de 3 mil documentos históricos da primeira experiência legislativa do Brasil, após a independência de Portugal. Basta acessar https://arquivohistorico.camara.leg.br/.",Photo,,,04/14/2018 6:45:00 AM, ,11609,11609,0,15084,15084,0,407,244,347,4,4,9041,6911,0,0,213,0,0,0,0,0,0,0,0,0,0,54,196,27,,54,206,35,,,171,48,61,,221,57,69,4,,,,4,,,
316136345150243_1595939417169923,https://www.facebook.com/camaradeputados/posts/1595939417169923,"Está em discussão na Câmara um projeto do Senado Federal que caracteriza a exigência de garantia para realização de procedimentos médicos e hospitalares em situações de urgência como prática abusiva. O prestador de serviço de saúde que exigir caução, garantia ou depósito estará sujeito à multa. A proposta será debatida pelas comissões da Câmara e depois pelo Plenário. Acompanhe o projeto: https://goo.gl/3hnivg",Photo,,,04/13/2018 4:03:00 PM, ,6957,6957,0,8775,8775,0,198,117,136,4,4,6895,5440,0,0,169,0,0,0,0,0,0,0,0,0,0,36,84,8,,36,86,8,,,95,,24,,111,,25,4,,,,4,,,
316136345150243_1597851376978727,https://www.facebook.com/camaradeputados/posts/1597851376978727,"Deputados da comissão externa da Câmara que acompanha a intervenção federal na segurança pública do Rio de Janeiro se reuniram com os generais responsáveis pelas ações no estado. Os parlamentares alertaram para a demora na liberação de recursos federais. https://goo.gl/gVXL8u 

As menções sobre a intervenção no Rio aumentaram em 38%. Confira no relatório semanal de análise do debate nas redes sociais: https://goo.gl/KW8oVE

O site do Olerj está de cara nova. Acompanhe o diário do observatório, as notícias, estudos e pesquisas. http://olerj.camara.leg.br/ #olerj #intervencao",Photo,,,04/13/2018 12:08:00 PM, ,4816,4816,0,6311,6311,0,82,50,62,4,4,5235,3975,0,0,67,0,0,0,0,0,0,0,0,0,0,10,30,8,,10,34,15,,,34,1,16,,42,3,17,4,,,,4,,,
316136345150243_1595936213836910,https://www.facebook.com/camaradeputados/posts/1595936213836910,O objetivo da proposta é proteger os locatários de imóveis residenciais e comerciais de reajustes frequentes. A proposta será discutida pela Comissão de Constituição e Justiça e de Cidadania. https://goo.gl/7UhMLd,Photo,,,04/13/2018 7:08:00 AM, ,30353,30353,0,39454,39454,0,1791,1333,2110,8,9,21758,17009,0,0,1211,0,0,0,0,0,0,0,0,0,0,147,654,203,,152,671,350,,,1191,48,209,,1841,53,216,5,4,,,5,3,,
316136345150243_1596957863734745,https://www.facebook.com/camaradeputados/posts/1596957863734745,"Mulheres com sequelas causadas por violência doméstica terão prioridade para fazer cirurgias plásticas reparadoras pelo SUS. A proposta, aprovada pela  Comissão de Seguridade Social e Família,  ainda será debatida por outras comissões e, se aprovada, seguirá para o Senado Federal. https://goo.gl/fKqkCm",Photo,,,04/12/2018 4:07:00 PM, ,8447,8447,0,11254,11254,0,366,199,247,3,5,8212,6399,0,0,278,0,0,0,0,0,0,0,0,0,0,58,166,20,,62,174,27,,,159,5,46,,195,5,47,5,,,,3,,,
316136345150243_1595938430503355,https://www.facebook.com/camaradeputados/posts/1595938430503355,"A Câmara analisa proposta de instalação obrigatória de dispositivo de segurança nos ônibus, para acionar a Polícia Militar em caso de necessidade. O sistema, quando acionado, deverá indicar a localização e horário da ocorrência, as características do veículo e o seu trajeto. O projeto será discutido pelas comissões e pelo Plenário. https://goo.gl/uJqVhR",Photo,,,04/12/2018 1:01:00 PM, ,8893,8893,0,11558,11558,0,503,328,418,6,6,8606,6644,0,0,434,0,0,0,0,0,0,0,0,0,0,53,223,42,,55,226,54,,,296,8,40,,366,8,44,5,1,,,5,1,,
316136345150243_1596758160421382,https://www.facebook.com/camaradeputados/posts/1596758160421382,A Câmara aprovou projeto que inclui a drenagem linfática manual entre as técnicas de tratamento para recuperação pós-cirúrgica oferecidas pelo para pacientes que fizeram mastectomia. https://goo.gl/gsdjSj,Photo,,,04/12/2018 7:41:10 AM, ,9808,9808,0,12743,12743,0,290,148,183,4,4,7721,5901,0,0,194,0,0,0,0,0,0,0,0,0,0,64,129,9,,68,133,9,,,104,2,49,,127,2,54,4,,,,4,,,
316136345150243_1596184117145453,https://www.facebook.com/camaradeputados/posts/1596184117145453,A Câmara aprovou projeto do que cria o Sistema Único de Segurança Pública (Susp). O sistema vai integrar dados e ações estratégicas entre os diversos órgãos que coordenam a segurança pública. Agora o texto será debatido no Senado Federal. https://goo.gl/a5ZuTg #segurança,Photo,,,04/11/2018 5:42:35 PM, ,12454,12454,0,16660,16660,0,628,404,564,2,4,10115,7757,0,0,419,0,0,0,0,0,0,0,0,0,0,79,251,37,,79,261,51,,,341,16,78,,445,16,103,3,1,,,1,1,,
316136345150243_1594942440602954,https://www.facebook.com/camaradeputados/posts/1594942440602954,"Um projeto em discussão na Câmara prevê que cometer assassinato sob violenta emoção, após ter sido provocado pela vítima, poderá deixar de ser considerado uma atenuante ao crime de homicídio. A proposta será analisada inicialmente pela Comissão de Constituição e Justiça e de Cidadania e, se aprovada, seguirá para o Plenário. https://goo.gl/tV3SZs",Photo,,,04/11/2018 4:08:02 PM, ,9211,9211,0,12124,12124,0,579,443,588,6,6,9684,7385,0,0,497,0,0,0,0,0,0,0,0,0,0,58,179,35,,58,185,56,,,374,8,84,,491,8,89,5,1,,,5,1,,
316136345150243_1596014203829111,https://www.facebook.com/camaradeputados/videos/1596014203829111/,Está em discussão no Plenário da Câmara uma proposta que inclui automaticamente bons pagadores no cadastro positivo. Você sabe o que é este cadastro? Assista o nosso vídeo e confira!,Video,,,04/11/2018 1:35:53 PM, ,10766,10766,0,14158,14158,0,488,359,505,4,4,9344,7027,0,0,316,353,357,0,0,2369,2545,0,0,6118,53417,60,132,36,,64,140,50,,146,239,3,,172,324,3,,3,1,,,3,1,,
316136345150243_1594977127266152,https://www.facebook.com/camaradeputados/posts/1594977127266152,"Com o objetivo de reduzir os roubos de carga e de aumentar a repressão à receptação, a Câmara analisa uma proposta que determina a inclusão das notas fiscas dos números de lote ou de série dos produtos a que se referem. Assim, torna-se mais fácil provar que as mercadorias tenham sido roubadas. https://goo.gl/6XokjP",Photo,,,04/11/2018 7:08:01 AM, ,8004,8004,0,10310,10310,0,299,194,259,4,4,8009,6119,0,0,241,0,0,0,0,0,0,0,0,0,0,42,126,36,,42,134,39,,,164,4,37,,217,5,37,3,1,,,3,1,,
316136345150243_1595094883921043,https://www.facebook.com/camaradeputados/videos/1595094883921043/,Foi sancionada a lei que determina que todos os banheiros públicos que forem construídos a partir de 10/04/18 deverão conter equipamentos para evitar o desperdício de água. Veja a íntegra da lei: https://goo.gl/Rn7LZW,Video,,,04/10/2018 4:02:00 PM, ,6873,6873,0,8860,8860,0,303,187,257,1,1,6967,5340,0,0,239,1821,1821,0,0,1751,1821,0,0,2559,2559,40,120,33,,45,126,43,,54,145,3,,61,192,3,,1,,,,1,,,
316136345150243_1590826691014529,https://www.facebook.com/camaradeputados/posts/1590826691014529,"Projeto em discussão na Câmara proíbe a exportação de gado vivo por transporte marítimo. Essa forma de deslocamento impõe sofrimento aos animais e viola o Código Sanitário para Animais Terrestres da Organização Mundial de Saúde Animal, do qual o Brasil é signatário. Veja a íntegra da proposta: https://goo.gl/Lypb2T",Photo,,,04/10/2018 1:06:00 PM, ,17312,17312,0,22621,22621,0,785,454,575,2,5,8654,6413,0,0,290,0,0,0,0,0,0,0,0,0,0,113,365,53,,120,386,66,,,395,20,77,,474,21,80,5,,,,2,,,
316136345150243_1594098177354047,https://www.facebook.com/camaradeputados/posts/1594098177354047,"A nova lei abrange débitos vencidos até novembro de 2017 e exige pagamento de, no mínimo, 5% do valor da dívida em até cinco parcelas. O restante poderá ser dividido em até 175 vezes, com redução nos juros, multas e encargos legais. https://goo.gl/tfY8yW",Photo,,,04/10/2018 6:57:00 AM, ,6919,6919,0,8872,8872,0,158,87,124,3,3,6401,5139,0,0,112,0,0,0,0,0,0,0,0,0,0,32,67,10,,34,68,10,,,60,6,29,,86,7,31,1,2,,,1,2,,
316136345150243_1594031244027407,https://www.facebook.com/camaradeputados/videos/1594031244027407/,Você sabe o que é questão de ordem? Obstrução? São termos muito usados durante as votações no Plenário. Aliás: você sabe como são feitas essas votações? Assista nosso vídeo e saiba como funciona o mais importante ponto de discussões na Câmara.,Video,,,04/09/2018 4:10:00 PM, ,10308,10308,0,12667,12667,0,363,252,379,2,2,9419,7595,0,0,279,197,197,0,0,1673,1756,0,0,6749,98985,70,111,17,,72,115,22,,104,179,5,,117,242,5,,1,1,,,1,1,,
316136345150243_1594048347359030,https://www.facebook.com/camaradeputados/posts/1594048347359030,"Por um período de 30 dias, conhecido como janela partidária, os deputados puderam trocar de partido sem perder o mandato. Pelo menos 60 deputados trocaram de legenda para disputar as eleições deste ano. https://goo.gl/zDT3ry",Photo,,,04/09/2018 1:31:05 PM, ,15086,15086,0,19280,19280,0,788,624,836,7,9,14993,11613,0,0,664,0,0,0,0,0,0,0,0,0,0,90,164,42,,92,172,51,,,412,49,247,,517,52,267,7,2,,,5,2,,
316136345150243_1591107057653159,https://www.facebook.com/camaradeputados/posts/1591107057653159,"O objetivo é estimular as academias a cederem suas instalações para uso pelos profissionais de educação física, para que possam prestar seus serviços sem configurar vínculo empregatício. O projeto ainda será debatido pelas comissões da Câmara. Leia a íntegra: https://goo.gl/ioMqAE",Photo,,,04/09/2018 5:02:00 AM, ,8120,8120,0,10345,10345,0,203,143,172,7,11,7786,5970,0,0,163,0,0,0,0,0,0,0,0,0,0,21,58,14,,21,61,15,,,108,8,39,,123,8,41,10,1,,,6,1,,
316136345150243_1591209490976249,https://www.facebook.com/camaradeputados/videos/1591209490976249/,"Você sabia que a maior parte dos Parlamentos do mundo taquigrafa seus debates e votações? Na Câmara, há mais de 900 mil horas de gravação, e os registros têm sido feitos desde a Constituinte de 1823. Quer saber mais sobre como é essa rotina do taquígrafo? Assista o vídeo!",Video,,,04/06/2018 1:46:33 PM, ,15838,15838,0,21852,21852,0,834,649,973,4,4,13750,10410,0,0,404,660,684,0,0,3601,3992,0,0,11387,119081,73,296,50,,78,310,67,,207,513,1,,242,725,1,,4,,,,4,,,
316136345150243_1590825427681322,https://www.facebook.com/camaradeputados/posts/1590825427681322,"O Centro de Estudos e Debates Estratégicos da Câmara lançou um livro sobre segurança pública. O objetivo é aprofundar as discussões com a sociedade, a fim de buscar soluções duradouras para a o país. A versão eletrônica do livro pode ser baixada aqui: https://goo.gl/4hcuUk Os deputados da comissão externa da Câmara que analisa a intervenção lamentaram a ausência dos generais responsáveis pela segurança no Rio em audiência pública realizada para debater o orçamento das ações de intervenção. Eles poderão ser convocados em breve pela Comissão de Segurança Pública e Combate ao Crime Organizado. https://goo.gl/4TKu8J Saiba mais sobre o Programa de Unidade de Polícia Pacificadora (UPP), implantado no Rio de Janeiro em 2008, para combater o tráfico de drogas e para estabelecer uma nova relação com as comunidades. O Observatório entrevistou um PM de uma das mais antigas UPPs. https://goo.gl/MrfSqe #olerj #intervencao",Photo,,,04/06/2018 1:04:00 PM, ,6704,6704,0,8526,8526,0,161,117,145,2,2,6947,5509,0,0,127,0,0,0,0,0,0,0,0,0,0,13,38,13,,13,40,28,,,87,6,29,,106,6,33,1,1,,,1,1,,
316136345150243_1589275901169608,https://www.facebook.com/camaradeputados/posts/1589275901169608,"A Câmara vai analisar uma proposta que proíbe a venda de soda cáustica ao consumidor em embalagens com mais de 300g, além de alteração nos rótulos. A Associação Brasileira de Otorrinolaringologia e Cirurgia Cérvico Facial sugeriu este tema com o objetivo de reduzir a chance de acidentes graves como os provocados por este produto. Leia a íntegra do projeto, que será analisado pelas comissões: https://goo.gl/BK5DWn",Photo,,,04/06/2018 5:34:07 AM, ,11782,11782,0,15067,15067,0,750,642,836,3,3,10167,7948,0,0,397,0,0,0,0,0,0,0,0,0,0,33,173,67,,34,188,89,,,593,8,65,,760,8,68,2,1,,,2,1,,
316136345150243_1589275114503020,https://www.facebook.com/camaradeputados/posts/1589275114503020,"Está em discussão na Câmara um projeto que obriga a notificação às autoridades sanitárias de qualquer evento adverso associado a terapias estéticas, cirúrgicas ou não. Veja a íntegra da proposta: https://goo.gl/NpQYA9",Photo,,,04/05/2018 3:02:00 PM, ,6725,6725,0,8447,8447,0,133,65,87,2,2,6175,4674,0,0,87,0,0,0,0,0,0,0,0,0,0,22,62,10,,23,71,10,,,44,6,21,,58,8,21,2,,,,2,,,
316136345150243_1587144908049374,https://www.facebook.com/camaradeputados/posts/1587144908049374,"A Câmara analisa uma proposta que proíbe que bancos públicos fechem suas agências ou postos de atendimento sem que a comunidade e os empregados sejam ouvidos sobre a medida. Ainda de acordo com o texto, o encerramento só ocorrerá com a manutenção no acesso aos serviços financeiros anteriormente oferecidos. https://goo.gl/kFYMwP",Photo,,,04/05/2018 1:08:00 PM, ,8076,8076,0,10042,10042,0,278,185,264,3,3,7771,6219,0,0,244,0,0,0,0,0,0,0,0,0,0,39,98,27,,39,104,32,,,149,3,38,,220,3,41,2,1,,,2,1,,
316136345150243_1587293884701143,https://www.facebook.com/camaradeputados/posts/1587293884701143,"De acordo com projeto em discussão na Câmara, os conselhos de profissões regulamentadas deverão manter em seus sites uma listagem dos profissionais credenciados, com situação do registro e informações de denúncias. A proposta será debatida pelas comissões. Veja a íntegra do texto: https://goo.gl/afAh12",Photo,,,04/05/2018 7:08:00 AM, ,5941,5941,0,7193,7193,0,115,76,99,4,4,6080,4924,0,0,96,0,0,0,0,0,0,0,0,0,0,21,37,8,,22,40,8,,,58,1,19,,77,1,21,3,1,,,3,1,,
